Weather temperature,Humidity,Visibility,Air pressure,Wind speed,Date time
18.005000000000003,37,13.383092738407699,1025.0,4.928342353421352,2022-03-17
20.200000000000003,47,12.855548596198203,1021.5,6.159189382380233,2022-03-18
19.965,46,13.266896325459317,1019.5,7.535739254407592,2022-03-19
19.130000000000003,47,13.012134136642011,1017.0,9.410233469010313,2022-03-20
16.55,52,12.138486240356318,1013.5,10.032729730562847,2022-03-21
14.98,43,9.999726596675416,1017.0,6.046744810307802,2022-03-22
